id,Unnamed: 1,_id,location,createdAt,updatedAt,__v,crime_id,crime_occurred_indoors_or_outdoors,day_of_week,event_proximity,date,time,case_status,crime_type
,,67f3693656b1e991bd6b148b,67f3652456b1e991bd6b0e01,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,63,Indoors,Wednesday,Near School,2021-11-03 00:00:00,17:03,Under Investigation,67f3650356b1e991bd6b0a7a
,,67f3693656b1e991bd6b148c,67f3652456b1e991bd6b0e02,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,71,Indoors,Wednesday,Residential Area,2022-03-09 00:00:00,9:06,Under Investigation,67f3650356b1e991bd6b0a7b
,,67f3693656b1e991bd6b148d,67f3652456b1e991bd6b0e03,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,74,Outdoors,Saturday,Near Market,2020-06-20 00:00:00,15:25,Closed,67f3650356b1e991bd6b0a7c
,,67f3693656b1e991bd6b148e,67f3652456b1e991bd6b0e04,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,75,Indoors,Monday,Near Market,2023-09-11 00:00:00,6:00,Closed,67f3650356b1e991bd6b0a7d
,,67f3693656b1e991bd6b148f,67f3652456b1e991bd6b0e05,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,76,Outdoors,Friday,Residential Area,2023-09-01 00:00:00,14:01,Closed,67f3650356b1e991bd6b0a7e
,,67f3693656b1e991bd6b1490,67f3652456b1e991bd6b0e06,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,79,Indoors,Sunday,Isolated Area,2025-09-28 00:00:00,19:57,Open,67f3650356b1e991bd6b0a7f
,,67f3693656b1e991bd6b1491,67f3652456b1e991bd6b0e07,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,85,Indoors,Sunday,Near School,2025-12-21 00:00:00,18:13,Under Investigation,67f3650356b1e991bd6b0a80
,,67f3693656b1e991bd6b1492,67f3652456b1e991bd6b0e08,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,86,Outdoors,Saturday,Residential Area,2023-03-11 00:00:00,19:05,Under Investigation,67f3650356b1e991bd6b0a81
,,67f3693656b1e991bd6b1493,67f3652456b1e991bd6b0e09,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,88,Indoors,Saturday,Near School,2024-05-18 00:00:00,14:57,Under Investigation,67f3650356b1e991bd6b0a82
,,67f3693656b1e991bd6b1494,67f3652456b1e991bd6b0e0a,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,91,Indoors,Friday,Near School,2020-03-20 00:00:00,2:39,Closed,67f3650356b1e991bd6b0a83
,,67f3693656b1e991bd6b1495,67f3652456b1e991bd6b0e0b,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,92,Indoors,Monday,Isolated Area,2022-09-12 00:00:00,2:06,Open,67f3650356b1e991bd6b0a84
,,67f3693656b1e991bd6b1496,67f3652456b1e991bd6b0e0c,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,96,Outdoors,Saturday,Near Market,2021-01-09 00:00:00,3:00,Closed,67f3650356b1e991bd6b0a85
,,67f3693656b1e991bd6b1497,67f3652456b1e991bd6b0e0d,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,97,Outdoors,Saturday,Near Market,2025-09-27 00:00:00,17:44,Under Investigation,67f3650356b1e991bd6b0a86
,,67f3693656b1e991bd6b1498,67f3652456b1e991bd6b0e0e,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,98,Indoors,Wednesday,Residential Area,2021-02-03 00:00:00,11:51,Under Investigation,67f3650356b1e991bd6b0a87
,,67f3693656b1e991bd6b1499,67f3652456b1e991bd6b0e0f,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,99,Indoors,Monday,Residential Area,2023-08-14 00:00:00,23:08,Closed,67f3650356b1e991bd6b0a88
,,67f3693656b1e991bd6b149a,67f3652456b1e991bd6b0e10,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,100,Outdoors,Monday,Residential Area,2022-02-07 00:00:00,18:15,Closed,67f3650356b1e991bd6b0a89
,,67f3693656b1e991bd6b149b,67f3652456b1e991bd6b0e11,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,102,Outdoors,Wednesday,Near Market,2022-08-31 00:00:00,2:16,Closed,67f3650356b1e991bd6b0a8a
,,67f3693656b1e991bd6b149c,67f3652456b1e991bd6b0e12,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,103,Outdoors,Monday,Residential Area,2024-09-09 00:00:00,19:57,Closed,67f3650356b1e991bd6b0a8b
,,67f3693656b1e991bd6b149d,67f3652456b1e991bd6b0e13,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,104,Indoors,Sunday,Residential Area,2021-03-28 00:00:00,18:15,Closed,67f3650356b1e991bd6b0a8c
,,67f3693656b1e991bd6b149e,67f3652456b1e991bd6b0e14,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,107,Outdoors,Tuesday,Residential Area,2021-02-23 00:00:00,1:51,Under Investigation,67f3650356b1e991bd6b0a8d
,,67f3693656b1e991bd6b149f,67f3652456b1e991bd6b0e15,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,109,Indoors,Thursday,Residential Area,2021-03-11 00:00:00,13:50,Under Investigation,67f3650356b1e991bd6b0a8e
,,67f3693656b1e991bd6b14a0,67f3652456b1e991bd6b0e16,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,110,Indoors,Friday,Near School,2024-02-02 00:00:00,17:23,Closed,67f3650356b1e991bd6b0a8f
,,67f3693656b1e991bd6b14a1,67f3652456b1e991bd6b0e17,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,111,Indoors,Tuesday,Near School,2025-07-22 00:00:00,7:09,Open,67f3650356b1e991bd6b0a90
,,67f3693656b1e991bd6b14a2,67f3652456b1e991bd6b0e18,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,112,Outdoors,Saturday,Residential Area,2025-01-18 00:00:00,10:01,Open,67f3650356b1e991bd6b0a91
,,67f3693656b1e991bd6b14a3,67f3652456b1e991bd6b0e19,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,113,Indoors,Monday,Isolated Area,2021-05-10 00:00:00,8:15,Closed,67f3650356b1e991bd6b0a92
,,67f3693656b1e991bd6b14a4,67f3652456b1e991bd6b0e1a,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,114,Outdoors,Monday,Near Market,2022-10-17 00:00:00,4:27,Open,67f3650356b1e991bd6b0a93
,,67f3693656b1e991bd6b14a5,67f3652456b1e991bd6b0e1b,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,115,Indoors,Monday,Isolated Area,2022-02-07 00:00:00,9:08,Under Investigation,67f3650356b1e991bd6b0a94
,,67f3693656b1e991bd6b14a6,67f3652456b1e991bd6b0e1c,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,117,Outdoors,Friday,Near School,2020-08-28 00:00:00,20:40,Under Investigation,67f3650356b1e991bd6b0a95
,,67f3693656b1e991bd6b14a7,67f3652456b1e991bd6b0e1d,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,118,Outdoors,Monday,Residential Area,2022-05-02 00:00:00,11:36,Under Investigation,67f3650356b1e991bd6b0a96
,,67f3693656b1e991bd6b14a8,67f3652456b1e991bd6b0e1e,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,121,Indoors,Wednesday,Residential Area,2022-11-02 00:00:00,0:52,Closed,67f3650356b1e991bd6b0a97
,,67f3693656b1e991bd6b14a9,67f3652456b1e991bd6b0e1f,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,125,Outdoors,Monday,Isolated Area,2021-10-18 00:00:00,11:23,Under Investigation,67f3650356b1e991bd6b0a98
,,67f3693656b1e991bd6b14aa,67f3652456b1e991bd6b0e20,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,126,Indoors,Friday,Near Market,2022-08-26 00:00:00,15:42,Under Investigation,67f3650356b1e991bd6b0a99
,,67f3693656b1e991bd6b14ab,67f3652456b1e991bd6b0e21,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,127,Indoors,Saturday,Near School,2021-10-09 00:00:00,7:33,Under Investigation,67f3650356b1e991bd6b0a9a
,,67f3693656b1e991bd6b14ac,67f3652456b1e991bd6b0e22,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,129,Outdoors,Sunday,Residential Area,2021-05-16 00:00:00,5:03,Closed,67f3650356b1e991bd6b0a9b
,,67f3693656b1e991bd6b14ad,67f3652456b1e991bd6b0e23,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,130,Outdoors,Saturday,Near School,2025-03-08 00:00:00,22:27,Under Investigation,67f3650356b1e991bd6b0a9c
,,67f3693656b1e991bd6b14ae,67f3652456b1e991bd6b0e24,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,131,Outdoors,Monday,Isolated Area,2021-06-14 00:00:00,0:22,Closed,67f3650356b1e991bd6b0a9d
,,67f3693656b1e991bd6b14af,67f3652456b1e991bd6b0e25,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,132,Outdoors,Sunday,Residential Area,2020-01-12 00:00:00,7:41,Open,67f3650356b1e991bd6b0a9e
,,67f3693656b1e991bd6b14b0,67f3652456b1e991bd6b0e26,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,133,Outdoors,Sunday,Near School,2021-01-24 00:00:00,8:48,Under Investigation,67f3650356b1e991bd6b0a9f
,,67f3693656b1e991bd6b14b1,67f3652456b1e991bd6b0e27,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,134,Indoors,Saturday,Near School,2022-04-09 00:00:00,5:04,Closed,67f3650356b1e991bd6b0aa0
,,67f3693656b1e991bd6b14b2,67f3652456b1e991bd6b0e28,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,137,Indoors,Friday,Isolated Area,2024-05-31 00:00:00,17:16,Open,67f3650356b1e991bd6b0aa1
,,67f3693656b1e991bd6b14b3,67f3652456b1e991bd6b0e29,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,138,Indoors,Saturday,Near School,2024-06-01 00:00:00,18:54,Under Investigation,67f3650356b1e991bd6b0aa2
,,67f3693656b1e991bd6b14b4,67f3652456b1e991bd6b0e2a,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,139,Outdoors,Monday,Near Market,2020-07-20 00:00:00,23:26,Closed,67f3650356b1e991bd6b0aa3
,,67f3693656b1e991bd6b14b5,67f3652456b1e991bd6b0e2b,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,141,Outdoors,Tuesday,Near Market,2024-01-23 00:00:00,11:10,Open,67f3650356b1e991bd6b0aa4
,,67f3693656b1e991bd6b14b6,67f3652456b1e991bd6b0e2c,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,142,Indoors,Friday,Near School,2020-02-21 00:00:00,12:20,Under Investigation,67f3650356b1e991bd6b0aa5
,,67f3693656b1e991bd6b14b7,67f3652456b1e991bd6b0e2d,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,144,Indoors,Friday,Near Market,2024-04-05 00:00:00,2:46,Open,67f3650356b1e991bd6b0aa6
,,67f3693656b1e991bd6b14b8,67f3652456b1e991bd6b0e2e,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,145,Indoors,Thursday,Near School,2025-10-23 00:00:00,19:06,Under Investigation,67f3650356b1e991bd6b0aa7
,,67f3693656b1e991bd6b14b9,67f3652456b1e991bd6b0e2f,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,146,Outdoors,Thursday,Near Market,2021-02-11 00:00:00,2:16,Open,67f3650356b1e991bd6b0aa8
,,67f3693656b1e991bd6b14ba,67f3652456b1e991bd6b0e30,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,147,Indoors,Sunday,Near School,2025-02-16 00:00:00,20:47,Closed,67f3650356b1e991bd6b0aa9
,,67f3693656b1e991bd6b14bb,67f3652456b1e991bd6b0e31,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,148,Outdoors,Thursday,Near Market,2025-06-19 00:00:00,22:32,Under Investigation,67f3650356b1e991bd6b0aaa
,,67f3693656b1e991bd6b14bc,67f3652456b1e991bd6b0e32,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,149,Outdoors,Tuesday,Near School,2024-01-16 00:00:00,1:00,Closed,67f3650356b1e991bd6b0aab
,,67f3693656b1e991bd6b14bd,67f3652456b1e991bd6b0e33,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,150,Outdoors,Thursday,Near Market,2022-05-26 00:00:00,3:34,Under Investigation,67f3650356b1e991bd6b0aac
,,67f3693656b1e991bd6b14be,67f3652456b1e991bd6b0e34,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,153,Indoors,Friday,Near Market,2020-07-10 00:00:00,7:22,Closed,67f3650356b1e991bd6b0aad
,,67f3693656b1e991bd6b14bf,67f3652456b1e991bd6b0e35,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,155,Indoors,Wednesday,Near Market,2021-10-27 00:00:00,19:55,Closed,67f3650356b1e991bd6b0aae
,,67f3693656b1e991bd6b14c0,67f3652456b1e991bd6b0e36,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,156,Outdoors,Sunday,Near School,2021-04-18 00:00:00,2:34,Closed,67f3650356b1e991bd6b0aaf
,,67f3693656b1e991bd6b14c1,67f3652456b1e991bd6b0e37,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,157,Outdoors,Saturday,Isolated Area,2023-09-16 00:00:00,4:16,Open,67f3650356b1e991bd6b0ab0
,,67f3693656b1e991bd6b14c2,67f3652456b1e991bd6b0e38,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,158,Indoors,Sunday,Near Market,2024-02-04 00:00:00,5:30,Under Investigation,67f3650356b1e991bd6b0ab1
,,67f3693656b1e991bd6b14c3,67f3652456b1e991bd6b0e39,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,160,Outdoors,Sunday,Near Market,2023-05-14 00:00:00,22:56,Closed,67f3650356b1e991bd6b0ab2
,,67f3693656b1e991bd6b14c4,67f3652456b1e991bd6b0e3a,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,162,Outdoors,Friday,Near Market,2024-10-25 00:00:00,20:33,Open,67f3650356b1e991bd6b0ab3
,,67f3693656b1e991bd6b14c5,67f3652456b1e991bd6b0e3b,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,164,Indoors,Wednesday,Near School,2021-04-07 00:00:00,18:07,Closed,67f3650356b1e991bd6b0ab4
,,67f3693656b1e991bd6b14c6,67f3652456b1e991bd6b0e3c,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,166,Outdoors,Saturday,Isolated Area,2023-10-28 00:00:00,4:39,Closed,67f3650356b1e991bd6b0ab5
,,67f3693656b1e991bd6b14c7,67f3652456b1e991bd6b0e3d,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,167,Outdoors,Wednesday,Near Market,2025-07-16 00:00:00,6:39,Open,67f3650356b1e991bd6b0ab6
,,67f3693656b1e991bd6b14c8,67f3652456b1e991bd6b0e3e,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,168,Indoors,Wednesday,Residential Area,2020-08-12 00:00:00,4:37,Under Investigation,67f3650356b1e991bd6b0ab7
,,67f3693656b1e991bd6b14c9,67f3652456b1e991bd6b0e3f,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,170,Outdoors,Thursday,Near School,2025-08-21 00:00:00,2:04,Open,67f3650356b1e991bd6b0ab8
,,67f3693656b1e991bd6b14ca,67f3652456b1e991bd6b0e40,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,171,Outdoors,Thursday,Near Market,2020-02-06 00:00:00,17:56,Open,67f3650356b1e991bd6b0ab9
,,67f3693656b1e991bd6b14cb,67f3652456b1e991bd6b0e41,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,172,Indoors,Tuesday,Residential Area,2025-04-22 00:00:00,22:39,Closed,67f3650356b1e991bd6b0aba
,,67f3693656b1e991bd6b14cc,67f3652456b1e991bd6b0e42,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,174,Outdoors,Monday,Near School,2021-09-06 00:00:00,0:08,Closed,67f3650356b1e991bd6b0abb
,,67f3693656b1e991bd6b14cd,67f3652456b1e991bd6b0e43,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,175,Outdoors,Saturday,Near School,2024-03-23 00:00:00,23:39,Closed,67f3650356b1e991bd6b0abc
,,67f3693656b1e991bd6b14ce,67f3652456b1e991bd6b0e44,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,176,Indoors,Thursday,Near Market,2025-03-06 00:00:00,9:17,Open,67f3650356b1e991bd6b0abd
,,67f3693656b1e991bd6b14cf,67f3652456b1e991bd6b0e45,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,177,Outdoors,Saturday,Isolated Area,2025-01-11 00:00:00,7:17,Open,67f3650356b1e991bd6b0abe
,,67f3693656b1e991bd6b14d0,67f3652456b1e991bd6b0e46,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,179,Outdoors,Thursday,Isolated Area,2025-07-31 00:00:00,0:52,Open,67f3650356b1e991bd6b0abf
,,67f3693656b1e991bd6b14d1,67f3652456b1e991bd6b0e47,2025-03-06 23:10:54.813000,2025-03-06 23:10:54.813000,0.0,181,Indoors,Saturday,Near Market,2023-09-02 00:00:00,15:02,Closed,67f3650356b1e991bd6b0ac0
